587 111110100100111 69 32768 0.002106
644 110110101101001 74 32768 0.002258
688 010011101111111 322 32768 0.009827
449 101011011101000 6 32768 0.000183
499 011111011111101 184 32768 0.005615
534 011001101111111 48 32768 0.001465
451 011010100110111 60 32768 0.001831
503 100110001011110 25 32768 0.000763
785 111111111111111 110 32768 0.003357
608 101111101110100 359 32768 0.010956
599 011110111011011 124 32768 0.003784
517 101101111010001 250 32768 0.007629
645 110101111011111 135 32768 0.004120
701 111111100111111 207 32768 0.006317
537 101111000010010 163 32768 0.004974
607 011011111100100 156 32768 0.004761
642 110111111001011 21 32768 0.000641
551 111101010011101 108 32768 0.003296
692 111010111111100 22 32768 0.000671
487 110100011011110 42 32768 0.001282
594 111100111110011 92 32768 0.002808
574 111110110110101 37 32768 0.001129
754 111101111111111 134 32768 0.004089
591 110001011111111 127 32768 0.003876
549 111111011101110 95 32768 0.002899
536 000011111111110 388 32768 0.011841
434 100011111100111 18 32768 0.000549
727 011111101111111 77 32768 0.002350
668 110111111011101 72 32768 0.002197
575 011111110110101 114 32768 0.003479
644 101101111101110 145 32768 0.004425
656 011111110111110 139 32768 0.004242
632 101101111001011 59 32768 0.001801
481 011111011100111 14 32768 0.000427
594 001111101111110 51 32768 0.001556
525 110001101101111 94 32768 0.002869
728 111101011101111 83 32768 0.002533
612 110101110111111 80 32768 0.002441
663 010011111100111 60 32768 0.001831
815 111111111111111 221 32768 0.006744
524 101001001111011 146 32768 0.004456
371 110100011001111 61 32768 0.001862
611 001111111111111 101 32768 0.003082
679 011011100011111 74 32768 0.002258
851 101110111111111 321 32768 0.009796
637 111111111001101 241 32768 0.007355
457 111100101000111 24 32768 0.000732
630 111100101111011 70 32768 0.002136
642 110111111010011 55 32768 0.001678
712 010111111111011 163 32768 0.004974
