739 111111111010110010101 31 2097152 0.000015
615 111111100111100000000 37 2097152 0.000018
715 001100111011101000011 4 2097152 0.000002
602 111101110110111011010 8 2097152 0.000004
789 101011000101001111111 43 2097152 0.000021
665 011110011110011100111 9 2097152 0.000004
633 010010101101010110001 3 2097152 0.000001
505 101111101110100110101 38 2097152 0.000018
708 011001011111111100100 8 2097152 0.000004
907 111101011011111001111 21 2097152 0.000010
0 000000000000000000000 0 2097152 0.000000
713 110110111100101110110 30 2097152 0.000014
814 110001111111101011110 96 2097152 0.000046
699 101111101100011101111 10 2097152 0.000005
520 110010111101011111000 24 2097152 0.000011
873 111010111100111011111 34 2097152 0.000016
701 110001010110101011101 7 2097152 0.000003
512 101010100101000110111 216 2097152 0.000103
642 101111010010101011111 23 2097152 0.000011
762 101111110010110111111 59 2097152 0.000028
576 101110101101101010110 66 2097152 0.000031
586 011100000111100111111 34 2097152 0.000016
0 000000000000000000000 0 2097152 0.000000
0 000000000000000000000 0 2097152 0.000000
411 000100100101100101000 1 2097152 0.000000
664 010111010110110001111 5 2097152 0.000002
890 101111111001101110011 286 2097152 0.000136
1009 111000111111100111001 17 2097152 0.000008
413 010111000010111111010 34 2097152 0.000016
757 111011111011101011110 62 2097152 0.000030
746 111010001111010001111 8 2097152 0.000004
681 011001011011011101001 1 2097152 0.000000
691 010111101101101010010 2 2097152 0.000001
512 111010001001101011010 10 2097152 0.000005
910 110111001111111011111 112 2097152 0.000053
328 000110100000011001000 8 2097152 0.000004
881 111111111110111111101 53 2097152 0.000025
630 010100101110001111111 37 2097152 0.000018
457 011110110010100000000 4 2097152 0.000002
805 000101011111111111101 80 2097152 0.000038
870 111001100111111111111 151 2097152 0.000072
1102 111101111001011111100 28 2097152 0.000013
436 011101100001010000011 11 2097152 0.000005
533 001100000001000011111 2 2097152 0.000001
737 111001010100111101011 12 2097152 0.000006
0 000000000000000000000 0 2097152 0.000000
499 111100001100011001111 4 2097152 0.000002
416 010010001100000110010 1 2097152 0.000000
873 101001110111101101101 11 2097152 0.000005
714 101111101010011100110 99 2097152 0.000047
