1389 111011111111111110111110 1004000 16777216 0.059843
1280 111011110111111111111111 976764 16777216 0.058220
1056 011111111011111111111111 1023488 16777216 0.061005
992 111111111111111111111111 1729296 16777216 0.103074
994 111111111111111101110111 1221020 16777216 0.072778
1095 111111111111111111111101 1128304 16777216 0.067252
1063 111001111111111111111111 1168128 16777216 0.069626
1135 011111111111111111011111 837120 16777216 0.049896
1181 101111111111111111101111 1949208 16777216 0.116182
1077 111111101111110101111111 1036816 16777216 0.061799
952 101110101001111111111111 820932 16777216 0.048931
1095 111111111111111110101111 1881372 16777216 0.112139
1188 111111111111111111110111 1051640 16777216 0.062683
1165 111101011111111111111111 1530776 16777216 0.091241
1231 111101011111111111111111 1053840 16777216 0.062814
1058 111111111111111101110011 1150564 16777216 0.068579
984 011101111110111111011111 935964 16777216 0.055788
999 111111111111001011111110 1069408 16777216 0.063742
921 111111111011111110111001 878536 16777216 0.052365
894 111101111111111111111011 1191936 16777216 0.071045
1100 111101111111111111111111 1663924 16777216 0.099178
1123 111111111111111111111111 1378288 16777216 0.082152
1174 011111111111111011111111 986112 16777216 0.058777
900 111111101111110101111111 1013088 16777216 0.060385
1166 110111110111111111111111 1155364 16777216 0.068865
1211 111101111111111101111111 1122736 16777216 0.066920
1304 111111111111111111101111 840960 16777216 0.050125
1187 111110111111110111111111 968192 16777216 0.057709
1107 110010110111111111111110 1128960 16777216 0.067291
1271 011111111111111111111111 1504368 16777216 0.089667
1370 111111111111111111111101 1425968 16777216 0.084994
936 001111011111111101011110 1269368 16777216 0.075660
1025 011111011111111111111111 1815904 16777216 0.108236
1306 101111111111111001111111 1140614 16777216 0.067986
1105 111110111111111111111111 1110400 16777216 0.066185
1076 111111111110110111111111 1257792 16777216 0.074970
1192 111111111111110111011011 762472 16777216 0.045447
1094 111111111111111111101110 1439432 16777216 0.085797
1084 111111101110111110111111 943052 16777216 0.056210
1140 111110011111110111111110 981872 16777216 0.058524
1152 111111111111111111111101 1202096 16777216 0.071651
968 011111111111111111111111 2236512 16777216 0.133307
1119 101111011111111111111111 1340720 16777216 0.079913
1269 111111101101111111110111 959680 16777216 0.057201
1052 110110111111111111111011 1252480 16777216 0.074654
1106 111111111111011111111110 1261168 16777216 0.075171
1172 111111111111111110111111 778464 16777216 0.046400
1096 111111111111101111111111 1197800 16777216 0.071394
1319 011111111111111011111110 923872 16777216 0.055067
827 111111111111111110111111 1046864 16777216 0.062398
