1145 111111011111111111111 45503 2097152 0.021698
953 011110100111111111101 32584 2097152 0.015537
1038 111001111111111111001 19996 2097152 0.009535
1037 111111111011110111011 50906 2097152 0.024274
921 111011111111111111111 43444 2097152 0.020716
818 111111010101111111011 19588 2097152 0.009340
1124 011101111111110111001 112136 2097152 0.053471
1262 110111111111111011111 23409 2097152 0.011162
1059 101111111111011111111 24330 2097152 0.011601
845 111111111111111111111 39158 2097152 0.018672
1047 110001111110111111111 61297 2097152 0.029229
897 111100111111010111111 25117 2097152 0.011977
836 011111011111011111111 42672 2097152 0.020348
1151 111101111011111110111 85826 2097152 0.040925
843 111011111011100100110 24312 2097152 0.011593
941 111010111111111111111 13156 2097152 0.006273
965 111111111100111101111 31314 2097152 0.014932
960 011111111111111111111 31704 2097152 0.015118
1039 111110011111111111010 34270 2097152 0.016341
1048 111111111011011111111 61023 2097152 0.029098
897 111111011110111111111 27086 2097152 0.012916
1058 011111110111011111011 44593 2097152 0.021264
960 111110111111111100110 22736 2097152 0.010841
782 111111111110110111111 32344 2097152 0.015423
944 011111111111111111101 68562 2097152 0.032693
1001 111001110011111110011 41127 2097152 0.019611
879 111101111111011101111 41781 2097152 0.019923
871 111110111111010111101 40967 2097152 0.019535
1001 110101111111111101111 41311 2097152 0.019699
862 011111111111001111111 38584 2097152 0.018398
1171 111101111111111101101 56772 2097152 0.027071
999 111111111111111111011 38044 2097152 0.018141
1201 111110111111111111111 36686 2097152 0.017493
741 111110101010111101111 17234 2097152 0.008218
901 111111111101110111111 45678 2097152 0.021781
900 111101011101111101111 19284 2097152 0.009195
979 111101111111111111011 25159 2097152 0.011997
1017 111111111110011111111 17480 2097152 0.008335
995 111101111111110111110 40852 2097152 0.019480
916 101111111110111111111 27830 2097152 0.013270
901 111111111110111100111 35112 2097152 0.016743
931 011111101111011111111 39948 2097152 0.019049
763 111111111110000111101 14203 2097152 0.006773
959 110111010011111111111 28778 2097152 0.013722
864 110111110011101110111 24536 2097152 0.011700
923 111011111011111111111 37092 2097152 0.017687
686 111110110111111110110 25852 2097152 0.012327
1103 111111111111111101111 49739 2097152 0.023717
1031 111111111111111111001 43106 2097152 0.020555
1066 011101011111111111111 44020 2097152 0.020990
