914 111110111111111110101110 17905 16777216 0.001067
873 110110111111111001111011 12170 16777216 0.000725
1114 111111010011111011111110 8802 16777216 0.000525
936 111111111111100111111010 6876 16777216 0.000410
917 001110101011011110111101 15629 16777216 0.000932
1010 111110110111110100111100 24500 16777216 0.001460
918 011101110111111111101100 31805 16777216 0.001896
999 110110111110111010101100 10206 16777216 0.000608
1122 011011111111111101110111 25559 16777216 0.001523
1228 111111111111111111111111 18907 16777216 0.001127
1062 111101101111111110111101 29172 16777216 0.001739
943 111101111111111101110001 18490 16777216 0.001102
1199 111101111110111110011111 16791 16777216 0.001001
959 110111111001111101111111 22069 16777216 0.001315
1140 101011011111111110111110 23641 16777216 0.001409
950 111011111101111010111110 63999 16777216 0.003815
981 111011011111111011110111 12594 16777216 0.000751
1021 110111110110111011111101 18960 16777216 0.001130
1062 111111110111111011110011 6331 16777216 0.000377
1288 111100001111111011111111 19939 16777216 0.001188
901 101010111110111111101111 8459 16777216 0.000504
846 101010111111100101111111 5910 16777216 0.000352
684 100011011000111111111101 11739 16777216 0.000700
1129 101111100111111011110111 46463 16777216 0.002769
1089 110101111111111111111101 12481 16777216 0.000744
844 110111100111111001111111 23660 16777216 0.001410
956 111111010110110011110010 8414 16777216 0.000502
884 101111111111001111110111 21699 16777216 0.001293
1029 110001101111111111001011 13309 16777216 0.000793
901 111110111111101011111011 22906 16777216 0.001365
980 111101100110111111110110 21463 16777216 0.001279
898 011111101001110111011111 6018 16777216 0.000359
992 101111011111110010001010 10894 16777216 0.000649
860 110110011110110111001011 19517 16777216 0.001163
891 010111111101110011111110 23943 16777216 0.001427
1226 011011101111110111110111 21078 16777216 0.001256
959 110111111100111011111111 8284 16777216 0.000494
988 111111110111001101011111 6836 16777216 0.000407
1120 111100110011110110100111 8347 16777216 0.000498
1152 001111111111011110110110 5060 16777216 0.000302
886 101111111110101110111101 46591 16777216 0.002777
1065 111111111111111101111101 23451 16777216 0.001398
1038 111111111111011011110101 10954 16777216 0.000653
1048 100101111011111111111011 25002 16777216 0.001490
1213 111101111011101111111111 23581 16777216 0.001406
1134 111111111111111101111111 5750 16777216 0.000343
1105 011111101111110110101111 25655 16777216 0.001529
1002 111011010111001111111111 24618 16777216 0.001467
1142 111110111111011110110111 9070 16777216 0.000541
931 111111110110110111110111 27271 16777216 0.001625
