p cnf 24 40
75 9 97 22 32 79 83 34 44 15 25 56 94 37 36 88 95 98 73 10 35 89 10 31 0 22 -6 -12 0 -11 21 -11 0 5 21 -9 0 4 16 23 0 19 15 2 0 -20 -2 -17 0 -2 -12 -1 0 16 -4 -13 0 5 11 12 0 -5 17 5 0 -15 -6 2 0 15 -4 -14 0 1 24 -6 0 -24 -17 -20 0 -4 -23 10 0 -16 12 5 0 8 3 -4 0 23 -12 1 0 -2 18 13 0 -20 3 21 0 22 -8 -17 0 -9 -14 7 0 10 24 -3 0 -24 1 18 0 5 24 -3 0 -19 -24 2 0 -5 -12 -13 0 -22 13 5 0 -20 -9 -5 0 16 23 8 0 -19 -17 -20 0 -2 11 -2 0 23 5 4 0 17 5 11 0 18 1 24 0 -19 -1 -13 0 -6 -21 -12 0 -16 15 11 0 21 7 5 0 13 1 22 0 
10 54 62 78 88 83 29 76 13 58 63 68 85 74 50 15 70 88 19 2 62 98 98 27 0 14 -11 -15 0 -24 22 13 0 24 -8 -18 0 -15 -11 8 0 3 18 -4 0 19 18 -22 0 5 -3 17 0 -6 7 11 0 -10 -14 -5 0 -12 -22 7 0 14 -18 -5 0 8 -7 -5 0 24 -16 19 0 11 -5 -22 0 7 -13 7 0 23 -22 -16 0 22 -8 -14 0 16 7 23 0 24 -17 -16 0 -11 -14 -7 0 8 -24 5 0 -23 5 21 0 -2 -15 3 0 -1 14 21 0 23 -3 22 0 -16 22 -19 0 6 -3 15 0 12 19 16 0 -7 -14 -17 0 1 8 -18 0 19 -11 24 0 1 5 -22 0 -18 -20 4 0 -24 11 14 0 -6 9 -24 0 -18 -3 -2 0 -16 14 21 0 -24 12 17 0 -21 9 -12 0 1 19 -13 0 
59 95 79 45 98 64 42 58 6 95 94 30 93 73 83 73 51 83 95 31 50 19 14 45 0 -12 -9 19 0 15 -19 1 0 -13 -6 8 0 -3 15 12 0 15 4 -24 0 -21 -4 12 0 -9 -3 8 0 6 -20 -4 0 10 12 -3 0 17 23 -5 0 8 -7 -11 0 20 -9 -20 0 5 -12 24 0 -6 22 -12 0 -17 20 -8 0 -4 17 11 0 -12 21 -11 0 4 -8 -15 0 -22 9 -4 0 -2 7 2 0 -13 14 -24 0 15 13 7 0 10 14 -18 0 16 -15 -18 0 3 -6 8 0 -20 -13 -19 0 -22 -16 -4 0 -1 11 -15 0 -17 -12 -23 0 11 -19 16 0 19 5 10 0 2 20 -6 0 21 -15 6 0 -17 6 -15 0 23 19 17 0 1 11 -12 0 1 20 -22 0 4 -2 14 0 -8 -16 -12 0 -21 -6 8 0 
24 17 79 63 19 42 62 15 33 62 49 90 67 37 92 48 86 69 78 30 18 30 83 85 0 11 -9 18 0 -10 -17 4 0 17 -11 -7 0 12 16 -9 0 -17 -22 -8 0 -24 -4 14 0 11 12 -5 0 13 18 -21 0 -9 6 8 0 6 18 12 0 -3 -18 -17 0 14 -1 11 0 24 14 -11 0 8 1 -3 0 -23 -12 -3 0 22 -19 8 0 21 -18 -9 0 -18 21 10 0 8 17 -13 0 16 -3 18 0 -11 1 -15 0 11 -24 -5 0 -17 24 -14 0 -15 6 11 0 6 20 -23 0 -3 9 -12 0 -14 4 -14 0 -16 4 13 0 20 -14 -9 0 -18 5 23 0 21 24 8 0 4 -16 1 0 23 -19 15 0 10 -1 4 0 7 6 -2 0 -5 -21 -18 0 22 -8 -12 0 2 -16 4 0 -10 -1 -5 0 2 -16 14 0 
19 62 46 95 66 39 82 63 76 33 52 91 49 38 25 96 29 61 6 95 58 58 48 78 0 -1 24 1 0 17 23 -18 0 13 -14 -20 0 -23 7 3 0 11 -1 6 0 17 10 -7 0 5 20 21 0 -14 -24 1 0 9 6 8 0 -18 -6 -20 0 -11 -2 -9 0 23 -5 -1 0 -19 6 4 0 -10 2 9 0 -19 -14 24 0 6 2 11 0 -8 13 -6 0 13 16 -20 0 2 -5 22 0 18 17 -4 0 -23 -18 5 0 -17 13 23 0 6 10 -16 0 -13 3 11 0 -1 -7 -8 0 -2 -1 -8 0 -15 4 2 0 3 -17 7 0 9 2 -4 0 -6 -13 12 0 19 12 2 0 -4 -14 -20 0 -10 -14 1 0 2 23 -11 0 -23 6 19 0 15 -21 -24 0 20 -5 -10 0 9 -21 5 0 -2 21 17 0 2 7 17 0 
23 36 30 63 41 57 52 13 87 8 46 25 11 82 83 3 19 87 91 25 53 7 93 29 0 -22 -11 13 0 12 10 22 0 13 -7 -9 0 20 -1 2 0 -13 7 19 0 -13 1 3 0 -9 15 -23 0 5 9 22 0 6 -11 -15 0 8 7 2 0 15 9 3 0 -5 4 6 0 11 7 22 0 10 18 5 0 15 4 1 0 13 -21 11 0 10 7 -14 0 -4 10 18 0 -14 2 -4 0 -3 18 6 0 24 -16 -17 0 24 22 11 0 -5 3 23 0 -14 -4 1 0 -20 -2 -19 0 -21 -2 -3 0 5 1 7 0 19 16 3 0 15 -12 10 0 -3 -14 15 0 3 -10 7 0 6 -15 21 0 -16 -7 18 0 -11 -1 4 0 22 -2 -7 0 -20 -12 -8 0 -21 -6 -7 0 -9 7 -3 0 -11 12 -23 0 4 1 6 0 
65 55 90 60 90 53 12 63 42 45 37 47 41 78 12 59 23 26 30 21 89 53 71 88 0 8 22 3 0 -1 -18 20 0 21 17 7 0 -3 24 15 0 -1 -14 23 0 -10 -21 15 0 7 -6 21 0 13 21 -17 0 2 5 -15 0 -21 -11 19 0 -15 20 -15 0 2 9 5 0 16 -13 5 0 -23 -16 -14 0 7 13 12 0 -9 -18 5 0 -22 -21 12 0 2 -9 -7 0 2 11 16 0 -23 3 -6 0 -2 8 -10 0 19 -17 -20 0 8 7 18 0 22 -1 4 0 -24 -6 -20 0 8 17 -16 0 -10 -8 9 0 21 15 -1 0 -23 -3 -21 0 8 15 -14 0 16 7 -3 0 -10 -15 -21 0 -12 8 -12 0 10 -21 2 0 1 21 13 0 17 23 -21 0 -4 -13 -7 0 1 -3 -13 0 -23 8 2 0 -20 -9 -1 0 
62 77 6 45 11 38 54 78 67 62 67 6 35 88 32 57 47 76 11 70 77 6 80 62 0 15 16 -15 0 -4 8 -24 0 2 7 15 0 22 4 22 0 -16 -8 9 0 18 10 -6 0 24 7 14 0 4 -15 11 0 -10 -18 8 0 4 10 -11 0 -13 -9 -4 0 21 -14 9 0 -10 -18 -5 0 -13 -12 19 0 -12 2 -24 0 6 -23 -10 0 11 4 -10 0 11 -15 18 0 -24 16 3 0 -13 -16 -2 0 -1 12 5 0 -24 3 -8 0 -6 -14 -6 0 21 14 -24 0 3 7 -23 0 -1 -16 22 0 -1 -10 20 0 10 11 -24 0 19 13 -20 0 -11 -3 -24 0 3 11 14 0 13 2 16 0 14 -19 -8 0 -6 -7 -23 0 16 12 -20 0 14 -20 3 0 16 -21 19 0 -2 -21 -11 0 -21 8 -13 0 5 -12 -15 0 
3 32 2 46 23 56 82 46 54 91 63 33 99 24 52 15 71 75 6 68 78 37 46 11 0 -19 -22 9 0 -12 -10 22 0 15 23 2 0 15 14 -12 0 7 2 -12 0 -5 10 -15 0 2 17 2 0 -10 -23 1 0 -9 3 -9 0 7 -11 -10 0 14 -3 -5 0 15 16 17 0 -23 -9 20 0 -2 -22 -20 0 14 -20 -12 0 10 -12 9 0 16 7 21 0 8 -9 -24 0 -8 -15 -21 0 -19 20 18 0 4 24 -6 0 23 22 -12 0 -11 -12 23 0 5 22 6 0 -19 -23 -24 0 6 8 22 0 24 19 -12 0 -13 -1 11 0 22 -19 7 0 20 -18 4 0 3 -8 4 0 24 19 -11 0 -1 -9 12 0 -19 -2 -9 0 17 -3 21 0 4 -10 24 0 -5 14 -6 0 -23 18 19 0 -13 -7 3 0 -15 23 13 0 
32 81 40 49 90 87 11 90 77 12 61 14 44 83 96 5 9 6 1 29 71 75 11 54 0 17 -1 22 0 2 13 -5 0 -8 -4 -15 0 -5 -18 -14 0 -19 16 12 0 22 21 -6 0 -14 -7 -8 0 17 -21 22 0 5 1 -12 0 5 21 -18 0 -13 -18 -7 0 23 -22 12 0 -1 -15 11 0 20 -15 -20 0 -18 9 -8 0 12 2 6 0 -19 14 -5 0 -19 -22 -20 0 -5 3 -23 0 -12 -22 2 0 6 14 10 0 -23 -4 -22 0 -11 -17 4 0 14 -13 19 0 -14 1 -23 0 -20 4 -22 0 24 -21 24 0 -21 -6 -11 0 19 -5 21 0 -20 -22 -9 0 -17 -23 -24 0 5 4 20 0 23 -10 -22 0 -12 8 -24 0 -20 -19 10 0 24 -21 20 0 -8 12 22 0 -23 8 -3 0 -6 7 2 0 10 -24 12 0 
18 56 65 3 39 16 23 70 57 6 66 98 36 69 75 36 47 49 15 40 66 69 12 59 0 7 -12 20 0 -6 -2 -20 0 -9 -6 3 0 23 -7 10 0 -14 -24 20 0 18 15 8 0 -20 24 23 0 -5 -4 -17 0 20 16 17 0 -6 7 24 0 -10 20 -1 0 -2 -21 -7 0 -20 -3 7 0 10 -17 15 0 23 21 -18 0 24 -5 -11 0 23 6 -21 0 -6 5 11 0 -23 1 -13 0 5 -2 1 0 11 21 22 0 16 7 9 0 -16 -2 -6 0 -20 -7 -4 0 7 -15 7 0 10 -13 11 0 -17 11 -20 0 -22 -13 -1 0 -15 8 12 0 -23 -3 24 0 7 -23 -3 0 20 -3 -11 0 -15 11 -3 0 -4 -11 -10 0 -24 15 21 0 5 -20 7 0 19 -15 -3 0 -6 -15 -21 0 -3 -4 -15 0 -6 -8 -10 0 
60 64 74 27 39 64 39 61 20 45 36 62 49 65 4 83 88 40 80 10 77 63 96 3 0 24 -16 4 0 5 12 -14 0 -24 6 5 0 13 18 12 0 10 -21 12 0 -8 6 -3 0 -19 9 -15 0 -7 -12 -3 0 2 -12 -18 0 1 -9 -15 0 18 -22 -10 0 13 9 16 0 17 -18 17 0 -24 22 -17 0 16 -18 -17 0 -7 -20 -13 0 -11 8 4 0 -17 -21 -18 0 13 -5 7 0 -3 -20 -13 0 4 5 6 0 12 18 -19 0 -18 -9 -13 0 11 10 19 0 4 22 17 0 -18 -5 18 0 -6 -11 24 0 5 8 15 0 23 -5 8 0 24 -20 -17 0 -16 -7 -15 0 -14 -5 3 0 5 -4 -19 0 -18 21 11 0 9 -6 21 0 -5 -7 20 0 22 3 2 0 -17 4 -19 0 -12 -1 21 0 19 -7 18 0 
21 18 88 3 53 63 85 50 50 40 31 59 82 75 42 65 51 49 47 3 76 55 70 60 0 -10 -16 8 0 -11 -14 3 0 -19 -14 -2 0 7 -1 19 0 14 -5 -15 0 -21 8 -5 0 -15 -6 -2 0 -12 3 13 0 16 5 10 0 21 16 -11 0 9 -3 8 0 17 12 4 0 20 14 -11 0 -20 -22 -23 0 -17 3 -24 0 -9 -3 -1 0 23 -12 -1 0 13 -6 9 0 -19 -22 -16 0 -19 -9 -24 0 21 14 -24 0 -16 -14 8 0 -11 -19 13 0 16 22 6 0 -17 12 -13 0 -17 -12 24 0 -11 -17 -11 0 6 -19 20 0 -18 -13 -8 0 -20 -9 22 0 1 -14 -22 0 8 16 15 0 5 -1 15 0 -6 19 -17 0 24 5 -17 0 1 -16 6 0 -13 -3 20 0 -11 19 -16 0 -13 2 -19 0 -13 -18 -10 0 
