p cnf 21 40
32 46 24 50 5 29 51 21 29 1 89 46 75 71 32 17 7 91 57 36 72 0 -11 16 8 0 12 -16 5 0 -9 6 15 0 -11 2 11 0 -6 18 -10 0 -6 -4 6 0 -8 -17 -15 0 12 21 -1 0 -11 7 18 0 6 20 -19 0 -14 19 -2 0 -8 5 12 0 -6 5 7 0 -15 -8 -10 0 -15 -13 -7 0 -13 9 14 0 -12 -2 -18 0 7 -21 4 0 -11 -7 9 0 19 7 9 0 -19 -8 9 0 12 -18 -10 0 -3 -12 3 0 4 -10 -8 0 1 15 -12 0 -16 -20 -10 0 1 18 11 0 13 20 6 0 -15 20 -1 0 21 8 11 0 -20 6 -10 0 3 17 -4 0 -19 14 11 0 15 4 2 0 -15 -6 -13 0 19 20 5 0 -4 -12 -8 0 -16 -13 4 0 -10 11 -10 0 13 18 -4 0 
80 70 45 47 85 50 75 16 97 46 17 31 83 74 72 78 91 78 68 93 40 0 8 -13 2 0 11 -15 -10 0 -21 11 10 0 1 3 16 0 9 -21 15 0 2 7 18 0 -5 1 -2 0 -7 10 -3 0 -4 -3 -6 0 15 -12 8 0 -11 4 2 0 -6 -21 -5 0 6 -17 -5 0 3 -15 8 0 -21 -20 -6 0 19 3 13 0 -14 4 15 0 18 -8 -16 0 -1 -16 1 0 21 18 9 0 -17 -14 -18 0 19 21 19 0 4 8 -3 0 -1 18 -15 0 -13 16 9 0 -7 -8 -21 0 2 10 13 0 -10 18 6 0 -18 21 16 0 7 3 -13 0 3 -9 -18 0 -10 2 -17 0 -3 -7 19 0 17 15 4 0 -2 12 8 0 -11 1 -13 0 -4 13 -19 0 -13 8 -16 0 -6 -15 1 0 -4 2 -9 0 
11 6 79 49 33 52 89 6 78 47 95 61 81 26 7 90 97 12 4 82 63 0 17 -20 18 0 11 7 5 0 1 -4 -15 0 -8 9 -21 0 17 6 14 0 -6 -2 -5 0 20 -19 10 0 11 -3 -11 0 -6 -1 -15 0 -5 3 5 0 4 -7 12 0 4 14 7 0 12 -14 21 0 18 -17 10 0 9 8 9 0 -7 -18 -7 0 -15 -5 -10 0 7 21 -17 0 14 -15 -3 0 -1 20 16 0 9 -6 15 0 12 20 6 0 12 6 -1 0 20 -16 -5 0 15 3 7 0 -21 -3 -10 0 -1 11 -3 0 5 -1 20 0 10 -12 -20 0 -21 18 -3 0 -13 -12 -4 0 -7 19 -21 0 3 -8 7 0 18 -20 10 0 4 10 6 0 12 13 2 0 7 -12 -2 0 -13 20 15 0 20 13 -16 0 -3 12 -6 0 
40 11 69 74 98 49 44 12 66 53 62 70 79 54 58 93 87 4 13 60 35 0 -3 -14 13 0 -17 20 -14 0 -5 18 8 0 -2 -6 3 0 -4 2 3 0 -5 -13 -10 0 -2 -1 7 0 18 15 20 0 4 -11 -17 0 -3 -1 -18 0 -4 -12 2 0 -10 17 21 0 -20 6 -12 0 4 -18 5 0 -11 6 -4 0 11 14 -18 0 4 -11 -6 0 4 -7 -5 0 3 11 -3 0 19 2 -8 0 18 13 -9 0 13 8 16 0 3 -4 18 0 2 4 -5 0 6 -8 7 0 1 -19 -12 0 8 -6 -16 0 -10 20 3 0 15 -8 1 0 6 19 4 0 19 -15 20 0 12 3 -11 0 18 -7 3 0 4 16 -1 0 -10 -21 8 0 2 7 4 0 -2 -11 20 0 -6 -3 -4 0 18 -5 3 0 -6 -7 -20 0 
50 100 34 59 2 68 26 69 65 42 78 40 26 84 99 10 64 90 41 48 96 0 18 -2 -20 0 -10 -15 17 0 -14 5 11 0 -3 -20 -10 0 16 12 5 0 3 9 16 0 -17 -14 -10 0 7 10 -11 0 5 9 19 0 10 -9 10 0 -19 -6 21 0 17 10 3 0 -11 9 21 0 -9 -7 -1 0 14 -7 4 0 -18 -20 -2 0 12 11 -2 0 14 20 11 0 -15 -1 12 0 -20 7 -3 0 -20 -9 -20 0 -13 -3 -5 0 -15 -13 12 0 -10 16 -1 0 -8 -6 -21 0 -1 -3 13 0 17 -8 4 0 18 -2 8 0 7 -15 1 0 7 6 -9 0 -19 11 17 0 19 16 -20 0 10 -3 20 0 13 -17 19 0 18 1 -16 0 -10 18 13 0 9 -21 -4 0 -8 -2 16 0 -20 13 -16 0 -10 6 -14 0 
82 69 56 38 88 50 42 64 12 71 89 58 49 86 60 28 33 44 86 58 35 0 2 16 20 0 -13 -5 8 0 -10 -9 -15 0 -9 20 15 0 7 12 -14 0 6 -18 1 0 -12 16 -14 0 6 7 -19 0 5 19 -1 0 -20 14 11 0 15 -21 16 0 7 10 -19 0 -1 2 19 0 -15 -16 -21 0 -11 -15 -13 0 -10 18 20 0 -4 -3 18 0 -17 -8 15 0 19 12 -11 0 21 15 -1 0 -18 -2 7 0 16 4 -8 0 -7 -13 8 0 -20 -1 -3 0 14 -2 17 0 -16 -2 -5 0 -1 14 -20 0 11 1 -21 0 8 -14 -20 0 -13 6 -2 0 -21 -10 -14 0 17 8 -4 0 -21 -5 -15 0 1 -15 -9 0 -21 -19 -3 0 -18 6 -16 0 -19 2 19 0 8 -20 9 0 -12 20 16 0 -18 -4 2 0 
77 2 7 16 24 26 83 6 23 88 98 38 32 5 12 6 12 43 52 16 70 0 -1 -7 14 0 18 12 13 0 -21 -8 -10 0 -4 5 -13 0 -12 -16 -11 0 12 -2 -19 0 -1 7 -18 0 -4 8 7 0 -16 3 -6 0 13 -21 5 0 9 -5 -7 0 -21 -14 19 0 1 -7 -9 0 -2 -19 1 0 11 17 20 0 3 -8 19 0 -7 -2 -21 0 -11 -14 -5 0 20 1 -20 0 -9 -13 11 0 -3 4 -18 0 17 9 -18 0 15 -10 -18 0 7 -9 21 0 -4 19 -10 0 -7 -17 21 0 -19 -15 -3 0 6 -14 -20 0 21 -3 -10 0 -6 18 10 0 1 15 -14 0 6 19 -20 0 -2 8 -3 0 -11 9 -19 0 15 -18 15 0 13 -6 -9 0 -15 -5 12 0 -14 19 20 0 13 -18 -20 0 -12 -20 -21 0 
33 84 46 76 95 75 41 7 54 37 98 27 5 46 48 72 100 93 84 71 9 0 -10 9 -14 0 1 5 14 0 -13 -2 8 0 -13 -18 3 0 -21 -17 -2 0 -15 -13 8 0 -16 7 -1 0 20 5 -3 0 4 -5 -9 0 21 16 21 0 8 2 -1 0 -17 -10 8 0 21 -15 -9 0 -2 -5 10 0 -15 7 21 0 8 9 7 0 5 -6 18 0 -21 18 21 0 -1 -9 12 0 11 3 18 0 3 6 17 0 -12 7 16 0 8 -6 7 0 4 11 7 0 6 10 5 0 2 -7 -13 0 17 1 -3 0 21 -11 -13 0 -1 -12 7 0 -21 -19 11 0 -13 -6 -8 0 13 12 14 0 -12 8 12 0 18 -14 11 0 -3 9 1 0 -20 -14 21 0 7 16 2 0 -6 17 13 0 -17 -8 -7 0 21 -16 15 0 
96 87 58 46 50 97 42 32 63 94 41 8 63 90 3 51 82 7 51 56 80 0 -19 15 8 0 3 -10 -20 0 -12 7 10 0 6 -13 20 0 -1 9 6 0 -9 -11 -20 0 -15 -10 -14 0 -21 5 11 0 -18 -3 9 0 1 -5 1 0 -17 -11 14 0 3 12 18 0 -10 -12 -7 0 16 2 4 0 -15 2 7 0 -20 -8 14 0 -13 -5 4 0 -10 19 -9 0 -2 -18 16 0 -19 21 -12 0 15 2 -19 0 8 -2 10 0 17 -14 19 0 6 14 -11 0 9 6 10 0 6 19 4 0 -6 -16 -17 0 6 8 16 0 9 15 -19 0 10 15 19 0 -4 -9 -10 0 -8 -14 12 0 3 -12 -19 0 -5 6 7 0 -18 -6 9 0 19 -20 -4 0 6 -11 15 0 12 -20 14 0 -3 6 2 0 -10 21 -2 0 
91 62 15 56 51 44 54 45 74 47 58 5 17 74 74 36 33 83 58 23 6 0 -9 19 6 0 5 10 -7 0 -6 19 -3 0 9 -16 11 0 -7 -9 -7 0 3 -5 12 0 21 16 -7 0 -19 9 3 0 20 7 1 0 -12 -19 14 0 -18 4 -2 0 4 6 -8 0 2 -18 -4 0 8 -7 -4 0 -3 -16 7 0 17 -3 8 0 11 5 13 0 -15 -11 -19 0 -7 -13 -14 0 -16 -7 11 0 16 12 4 0 -17 5 6 0 -8 -5 -9 0 10 -2 1 0 -14 5 -21 0 7 -21 7 0 12 14 -21 0 -7 -16 -2 0 8 14 -7 0 -19 -6 -16 0 15 18 -2 0 6 -3 -2 0 -5 -15 -8 0 21 6 21 0 -2 21 -10 0 16 -19 -3 0 16 -1 -5 0 13 7 -20 0 -17 5 -3 0 -17 18 3 0 
