p cnf 24 60
38 17 76 77 42 29 32 73 99 26 81 5 66 38 17 43 90 71 23 34 25 48 3 34 0 19 12 -24 0 20 22 21 0 -19 -23 21 0 -2 21 -8 0 -21 3 -18 0 -14 16 21 0 -2 19 10 0 1 14 -22 0 14 -7 1 0 11 8 10 0 6 -13 16 0 20 8 9 0 24 19 -18 0 4 19 9 0 -7 8 23 0 17 -13 4 0 1 20 -12 0 4 -1 10 0 -20 -19 11 0 -14 3 6 0 -17 -15 14 0 -18 5 -9 0 7 -21 11 0 -20 -3 -10 0 -5 -8 -6 0 -12 13 14 0 10 -23 -12 0 -4 18 -22 0 -14 -21 15 0 -7 2 -13 0 -6 19 8 0 5 11 -14 0 -16 2 12 0 22 24 16 0 9 -18 -13 0 -9 -22 20 0 -4 -6 10 0 20 4 -1 0 3 24 -1 0 9 -14 -10 0 7 -3 14 0 17 -6 -8 0 -17 4 17 0 8 -2 23 0 10 22 8 0 -9 18 -7 0 5 18 4 0 -5 -12 -20 0 -9 -16 -8 0 -19 22 -13 0 5 21 -5 0 12 -22 4 0 12 18 -10 0 13 -15 -2 0 8 -11 20 0 -1 19 22 0 9 -19 2 0 4 -11 -10 0 21 -24 22 0 18 16 6 0 
85 100 6 94 94 19 3 40 77 98 82 50 81 66 24 33 47 73 29 3 64 10 41 20 0 7 -19 -20 0 -16 8 17 0 15 -9 -5 0 9 -3 13 0 16 12 -15 0 18 24 -11 0 -8 -3 -14 0 19 -8 1 0 14 23 2 0 -12 -18 24 0 11 4 -20 0 11 3 23 0 4 13 6 0 23 1 -7 0 -12 21 -3 0 13 -5 3 0 6 -13 19 0 22 -9 8 0 -23 14 16 0 14 10 3 0 -12 -11 -5 0 -8 15 12 0 22 -20 -14 0 -4 -13 -15 0 -20 -21 10 0 17 -4 -3 0 -2 -17 3 0 -10 19 -5 0 8 -9 -6 0 17 -9 22 0 -15 21 -20 0 -3 21 8 0 -20 3 18 0 -8 24 21 0 5 -19 -23 0 7 4 18 0 -7 6 -5 0 23 6 8 0 22 20 -4 0 -15 17 -2 0 -7 -18 -3 0 19 -1 12 0 -3 -19 -24 0 12 9 -15 0 -5 15 22 0 -8 14 -6 0 -4 -17 -7 0 1 5 -24 0 -5 24 10 0 -24 -4 18 0 22 -20 10 0 11 8 -1 0 22 -14 -3 0 21 17 -11 0 -10 -6 -9 0 -13 -9 -11 0 19 9 7 0 11 -4 18 0 -17 21 3 0 -12 4 10 0 
80 47 57 7 77 30 9 100 7 50 54 61 16 25 88 15 74 49 99 81 53 15 63 67 0 21 -24 -1 0 -16 4 7 0 10 -20 -21 0 11 -24 -14 0 8 23 19 0 22 8 18 0 -19 5 -12 0 6 -15 -11 0 -23 -7 -13 0 -10 4 10 0 -1 -8 18 0 -24 -3 -7 0 23 21 -7 0 -23 -12 20 0 -4 -13 9 0 -14 -3 -22 0 20 -7 15 0 12 -2 -5 0 13 -8 21 0 -16 -18 5 0 -6 -2 7 0 -12 -10 18 0 -19 -8 19 0 22 6 1 0 -4 -2 -20 0 -21 22 -12 0 -24 15 -21 0 15 -22 -24 0 5 -4 9 0 -18 -12 -3 0 -15 -13 -12 0 8 -13 3 0 -22 7 -15 0 18 10 -13 0 -17 22 -17 0 -4 -15 -3 0 -15 -20 16 0 20 8 -15 0 -24 -17 12 0 19 -18 17 0 -24 -2 -19 0 16 22 4 0 -17 -24 -23 0 -9 -22 -9 0 21 -11 21 0 -11 6 -18 0 24 -15 22 0 19 -11 22 0 15 -14 -8 0 -5 -19 16 0 -20 -7 -2 0 19 18 -3 0 -13 -5 18 0 -5 -18 23 0 13 -17 -2 0 23 -22 21 0 10 -7 -14 0 19 16 -18 0 5 -12 -4 0 -10 3 -11 0 
81 36 77 81 13 3 74 75 100 52 56 4 91 16 39 7 90 27 99 70 27 86 37 10 0 -14 -6 -20 0 9 -8 -17 0 -20 22 2 0 -22 20 14 0 -23 15 21 0 -23 -9 -10 0 -11 -12 11 0 -21 -2 5 0 -14 -2 22 0 -6 20 19 0 -15 -19 -21 0 12 -18 -17 0 10 -7 -3 0 -1 -19 -18 0 16 23 21 0 13 5 12 0 -13 -7 -21 0 -11 14 -17 0 -10 3 -19 0 -14 -17 21 0 13 16 8 0 -1 -2 -17 0 15 -20 -11 0 3 21 -9 0 -17 1 17 0 21 -6 5 0 -7 -8 -5 0 14 10 -14 0 -4 8 -12 0 -24 -21 -4 0 21 -2 20 0 -14 4 -18 0 12 2 7 0 -8 -14 18 0 15 -21 -9 0 1 -16 -14 0 24 5 -15 0 -2 20 -6 0 1 -20 13 0 -3 -11 -14 0 -6 18 23 0 15 1 23 0 -11 10 -21 0 6 23 21 0 1 8 20 0 5 -22 -15 0 18 -20 -6 0 -8 -9 20 0 13 22 -12 0 -5 8 7 0 17 11 24 0 18 -14 2 0 -23 -2 11 0 20 14 9 0 2 4 -17 0 -19 20 16 0 22 3 22 0 13 -14 -12 0 2 22 -8 0 7 10 -3 0 
44 64 56 69 71 82 98 23 41 56 61 33 56 89 86 81 48 65 74 54 70 69 73 55 0 -15 8 -15 0 -5 -4 7 0 -15 -1 2 0 -17 14 -13 0 -11 19 9 0 20 -18 -10 0 19 17 13 0 -11 22 -7 0 -17 -4 16 0 -12 -8 -16 0 14 16 -12 0 -22 -4 20 0 -13 22 8 0 -21 -6 19 0 -1 -18 19 0 4 -17 -24 0 -14 17 -15 0 9 -5 15 0 -9 -8 -17 0 -16 6 -23 0 -2 -5 -20 0 19 1 -9 0 -14 18 23 0 15 -4 -5 0 -23 -21 -20 0 14 8 24 0 -9 20 17 0 -16 -20 -16 0 8 15 19 0 -20 15 -2 0 18 7 -5 0 20 22 -15 0 17 -7 -24 0 -8 -6 8 0 12 6 24 0 -20 -8 4 0 21 1 22 0 -1 20 17 0 24 17 -18 0 10 6 -10 0 21 -3 -20 0 -6 11 14 0 -22 19 -12 0 -19 -5 -12 0 9 -12 -14 0 22 12 6 0 -1 15 -6 0 -5 -21 18 0 -1 20 15 0 2 16 5 0 -13 14 -24 0 -14 8 -10 0 -22 3 -22 0 -18 16 18 0 -7 -23 18 0 16 2 21 0 -14 18 8 0 -21 -22 5 0 19 23 -6 0 9 -12 -5 0 
8 29 18 17 17 70 80 83 46 1 61 69 15 49 26 48 11 27 39 41 11 25 87 28 0 -10 22 -7 0 -3 -15 7 0 -1 -5 -22 0 -2 -16 -10 0 -1 2 -3 0 -6 24 -10 0 -22 -9 -18 0 21 -15 12 0 2 24 21 0 6 24 -23 0 10 -9 -17 0 -19 -9 10 0 -13 17 -16 0 3 -16 -1 0 -10 16 20 0 -2 3 23 0 20 16 20 0 -15 7 -22 0 -21 17 22 0 24 4 -14 0 18 -12 -17 0 -8 -14 -21 0 10 -12 7 0 17 6 17 0 21 1 -3 0 2 -14 22 0 5 -8 -11 0 17 24 -2 0 8 -24 -5 0 22 -16 -22 0 21 -15 22 0 24 -18 -2 0 17 -21 -24 0 18 12 3 0 17 -3 -5 0 20 2 -20 0 4 -21 -18 0 -22 10 -21 0 1 9 14 0 -3 21 -24 0 22 9 -18 0 -14 8 20 0 8 -10 -6 0 -7 17 -16 0 1 22 1 0 2 -6 8 0 -2 -17 21 0 12 15 -16 0 19 4 21 0 1 -2 -11 0 -12 -8 -15 0 -9 -16 12 0 23 3 -6 0 5 18 -7 0 22 3 -15 0 -5 -3 -9 0 4 1 5 0 7 19 -22 0 -23 -2 -23 0 -9 -20 -14 0 
95 83 20 58 98 60 39 13 21 35 36 13 95 54 23 41 75 28 29 69 14 2 24 12 0 -2 3 16 0 -2 18 8 0 -5 17 3 0 6 -12 15 0 6 -4 14 0 9 13 8 0 19 -22 3 0 17 5 21 0 -10 19 16 0 23 7 -4 0 -13 -17 -9 0 22 16 -7 0 16 20 -4 0 -24 -13 5 0 3 12 13 0 -9 -7 -24 0 23 -5 -1 0 17 -5 9 0 -21 -17 -10 0 -2 -9 6 0 -7 -6 21 0 23 -16 15 0 8 10 -15 0 8 16 23 0 -5 15 -18 0 -24 -11 -15 0 -5 -22 -7 0 -3 -6 22 0 20 -9 14 0 -6 16 23 0 -8 17 -12 0 5 -16 -10 0 -9 6 3 0 -19 -8 24 0 8 15 -22 0 11 14 -7 0 6 15 -16 0 24 -9 -13 0 -24 3 17 0 3 14 16 0 -14 -21 18 0 19 9 -6 0 4 18 -10 0 24 -2 -8 0 22 -13 4 0 20 11 -14 0 1 14 -10 0 -20 -23 7 0 15 -12 10 0 7 15 -13 0 -1 -22 -6 0 -9 -8 14 0 11 -14 -17 0 22 2 -7 0 3 -2 -24 0 -19 21 -19 0 20 15 -17 0 3 -5 20 0 3 -19 1 0 -23 22 5 0 
6 71 8 7 79 55 88 38 29 83 64 73 38 10 56 42 81 23 38 95 68 93 31 4 0 17 -11 9 0 10 -14 -17 0 -20 -14 22 0 -13 -15 13 0 22 2 -3 0 21 12 9 0 -6 19 23 0 -22 14 -6 0 -20 -23 1 0 -20 21 3 0 16 -2 -21 0 -16 -19 -12 0 -4 11 -4 0 20 -17 16 0 -5 23 24 0 -16 23 3 0 -10 -13 -19 0 -5 -9 22 0 -15 -3 11 0 16 -6 16 0 6 -4 -7 0 -15 19 -9 0 -8 11 4 0 5 -17 15 0 -12 24 5 0 23 -24 -9 0 -24 -12 2 0 12 -18 15 0 -4 -17 -7 0 -15 -21 3 0 2 -3 10 0 -7 -2 19 0 -22 -4 -11 0 -4 13 -18 0 -20 -21 5 0 16 -15 8 0 -20 2 -7 0 15 -10 -12 0 4 -18 3 0 -19 -2 -13 0 -14 12 5 0 -13 -8 12 0 17 -11 -12 0 14 4 15 0 17 -20 24 0 -23 20 2 0 -5 16 -19 0 -11 21 -9 0 -18 -13 22 0 -8 7 6 0 7 2 -12 0 22 -18 3 0 12 -2 -9 0 -17 9 -1 0 -8 -12 16 0 20 11 -7 0 -15 -6 -21 0 -4 21 -13 0 -23 20 4 0 14 -8 15 0 
36 29 71 42 38 21 74 51 88 70 74 95 30 42 43 80 62 45 95 79 47 94 73 94 0 12 9 8 0 13 16 20 0 24 3 -9 0 -4 20 -7 0 -9 -2 -10 0 -21 12 -3 0 19 -9 6 0 9 15 -5 0 22 4 17 0 22 -3 20 0 19 -14 -24 0 2 -21 22 0 -11 8 22 0 -3 10 17 0 -19 17 -5 0 -20 10 21 0 -24 1 -24 0 -21 -15 14 0 -11 -4 -18 0 20 -2 -1 0 -15 -13 12 0 -17 23 -16 0 -7 23 -8 0 -17 12 5 0 16 1 -4 0 15 5 10 0 -4 -20 11 0 15 14 5 0 -8 22 10 0 24 -19 -2 0 -9 -8 -2 0 22 11 22 0 -11 -21 -8 0 -5 -7 -18 0 20 -8 9 0 4 16 -22 0 20 14 -11 0 21 8 15 0 -1 -7 -15 0 -14 21 -8 0 -22 13 -14 0 -12 10 15 0 -21 11 20 0 -24 21 -15 0 14 20 -24 0 12 2 13 0 5 11 -17 0 -6 2 -6 0 -18 -8 3 0 18 -17 -8 0 22 21 13 0 20 -23 5 0 -10 -7 -16 0 11 -7 20 0 -12 11 -9 0 18 8 14 0 -16 -1 19 0 -22 3 -19 0 -18 16 -23 0 -22 -12 -16 0 
91 48 23 55 80 13 37 31 64 37 7 50 58 52 70 12 38 96 98 95 51 89 82 57 0 23 -12 21 0 19 -10 -1 0 -22 24 -10 0 15 -1 23 0 -3 -21 -24 0 -6 -21 16 0 -12 -23 -15 0 -3 -13 -21 0 8 -9 10 0 -18 10 21 0 24 -15 -12 0 20 7 -12 0 -10 -9 16 0 11 23 -6 0 -9 -12 -6 0 19 18 17 0 -14 -20 22 0 9 -5 -20 0 22 18 9 0 -20 22 3 0 15 -24 -5 0 -13 -19 22 0 -14 -7 23 0 21 -17 9 0 -13 -2 11 0 21 -17 -8 0 -19 23 -3 0 13 -2 -24 0 -23 -22 -20 0 -16 -8 -2 0 -6 4 1 0 11 8 7 0 4 12 -17 0 12 23 10 0 -6 10 11 0 -24 -20 -8 0 -12 16 8 0 22 13 1 0 -12 3 4 0 -5 -6 -14 0 -24 7 -9 0 -6 -23 -7 0 -20 -1 4 0 -13 5 -2 0 -19 -9 19 0 -15 4 -12 0 2 -7 6 0 14 -8 -17 0 14 -3 -11 0 -10 -17 21 0 -8 20 16 0 -14 15 1 0 -17 13 19 0 4 -1 -10 0 9 1 21 0 -19 -16 -23 0 -12 -9 16 0 6 15 17 0 -7 -9 1 0 3 21 1 0 
