p cnf 24 25
60 96 65 3 48 77 98 35 8 70 51 46 91 81 94 40 43 8 17 19 56 95 69 34 0 -17 -18 -8 0 -7 9 18 0 24 11 -12 0 16 14 6 0 -1 -11 24 0 6 7 -22 0 -20 9 10 0 5 17 20 0 16 -11 -12 0 -14 -17 -19 0 -11 24 23 0 -14 16 -14 0 -9 18 1 0 -21 16 13 0 -14 -22 -24 0 -20 -21 -14 0 9 1 -13 0 -7 -4 -22 0 -20 23 10 0 -8 -6 -21 0 -3 21 -3 0 8 -9 -20 0 -24 5 7 0 -19 11 -22 0 20 1 -13 0 
59 40 66 98 50 43 33 48 47 65 1 30 27 73 95 83 7 6 79 73 41 42 57 42 0 9 14 -9 0 -7 -5 10 0 -21 -5 -2 0 -8 -1 -9 0 -1 -14 -4 0 22 -14 -11 0 9 4 -17 0 -18 2 3 0 14 11 -5 0 11 -14 2 0 5 1 13 0 22 10 -18 0 22 3 9 0 -2 -1 24 0 4 2 18 0 1 18 -1 0 -20 10 15 0 -22 -21 11 0 -20 2 -7 0 -17 -20 18 0 -13 -3 19 0 22 -4 23 0 -15 -11 -4 0 17 1 -6 0 15 -1 -3 0 
28 48 72 31 70 97 67 2 74 21 96 84 18 14 41 98 61 98 48 98 78 5 75 95 0 -4 -14 -21 0 -5 16 22 0 -1 14 8 0 -18 23 -19 0 -6 21 -23 0 -6 1 -14 0 5 23 -3 0 -14 -21 -14 0 1 20 -9 0 -10 6 -8 0 10 -21 -13 0 -17 -6 -22 0 7 14 18 0 16 13 17 0 9 -2 -17 0 -1 14 3 0 22 12 2 0 -3 -4 19 0 -10 -23 -13 0 10 2 -18 0 2 14 20 0 15 5 23 0 -16 -6 15 0 12 -24 -21 0 24 6 -14 0 
44 23 40 15 21 39 29 81 63 24 60 78 37 21 36 95 48 83 88 23 54 91 56 81 0 8 21 -5 0 13 -4 -15 0 -2 -24 7 0 14 20 14 0 23 -21 -15 0 -20 -2 19 0 17 -7 14 0 -11 -16 -19 0 -17 -1 -24 0 -18 -10 -9 0 -14 15 8 0 -19 6 -8 0 2 10 -13 0 12 -5 -10 0 1 -19 -10 0 13 -15 22 0 18 -14 6 0 23 -11 19 0 17 19 -10 0 14 -19 -20 0 -14 -15 -5 0 -22 15 -6 0 -2 -21 -7 0 10 2 -21 0 -5 24 1 0 
82 99 57 44 38 97 92 63 34 50 98 27 59 75 6 68 10 76 53 16 25 94 18 65 0 -5 -18 13 0 -7 1 -22 0 19 -16 18 0 2 19 4 0 -11 24 21 0 -7 -23 13 0 10 -4 13 0 19 9 2 0 11 -3 -10 0 -6 1 10 0 -21 14 7 0 21 5 -2 0 17 -16 -23 0 20 -12 22 0 19 8 23 0 -7 8 6 0 7 3 -24 0 -11 -4 18 0 23 -16 8 0 6 -12 17 0 -23 4 -10 0 -9 8 -22 0 -23 -3 4 0 -14 23 -22 0 1 24 11 0 
41 29 80 24 11 17 6 55 68 61 1 13 72 71 17 7 84 12 87 97 25 45 70 26 0 -22 -1 2 0 -22 19 14 0 19 13 -3 0 -22 17 5 0 10 11 -19 0 12 -5 2 0 23 4 -16 0 -1 5 13 0 -24 23 14 0 10 -19 -13 0 11 -15 -19 0 15 -18 19 0 8 -5 13 0 10 -3 -5 0 -16 -2 -5 0 11 20 -7 0 17 -6 -22 0 11 18 8 0 7 3 8 0 9 -12 -16 0 8 22 -19 0 1 -16 -5 0 6 10 -5 0 13 18 -20 0 -13 -16 -5 0 
99 52 70 77 99 68 76 35 51 80 96 83 33 85 57 90 76 37 51 96 59 17 67 58 0 2 21 -15 0 16 5 9 0 5 9 16 0 -13 5 -1 0 -9 16 -8 0 9 8 -9 0 22 3 1 0 13 -11 -7 0 18 -21 -15 0 2 21 -22 0 -2 12 -2 0 -23 4 2 0 -3 -9 -19 0 -23 -2 18 0 1 7 -19 0 -24 1 20 0 -14 -2 -19 0 -21 -6 11 0 -16 7 15 0 19 21 19 0 -22 -17 18 0 6 12 -21 0 4 14 -2 0 6 -21 -20 0 -2 -12 5 0 
14 54 40 63 14 29 9 31 92 13 65 48 66 56 100 7 48 81 54 69 21 95 80 60 0 6 22 -7 0 4 -3 20 0 -11 6 14 0 24 12 -5 0 12 -13 -17 0 3 -17 -7 0 2 -21 -20 0 -11 -2 12 0 -9 -4 -18 0 4 -24 -19 0 13 -4 15 0 10 1 21 0 -7 10 -6 0 23 -19 -18 0 -13 -18 16 0 15 -9 -4 0 6 16 -10 0 -7 -6 22 0 -23 -3 -6 0 -3 -17 14 0 -13 5 -21 0 -12 -13 -16 0 -7 -21 -19 0 -12 24 11 0 23 20 -10 0 
11 29 12 51 21 43 15 10 99 82 10 12 44 71 89 96 44 95 37 31 68 89 55 55 0 3 22 4 0 -1 -16 24 0 2 17 18 0 2 21 4 0 -22 -6 -20 0 -8 -14 23 0 22 -16 2 0 4 -8 5 0 20 -1 -11 0 -10 -5 24 0 -5 -1 2 0 -7 -1 10 0 -15 6 17 0 22 -23 17 0 15 -23 21 0 9 18 10 0 9 18 4 0 8 15 21 0 -11 -13 15 0 -20 -21 -11 0 16 10 -19 0 -4 -13 7 0 3 -13 -11 0 15 11 -12 0 -18 24 9 0 
91 87 36 18 78 98 57 97 74 68 27 53 99 100 33 90 80 68 27 6 2 78 35 69 0 -19 -13 12 0 9 -7 -20 0 -1 20 7 0 11 18 -5 0 13 -16 -13 0 -4 -16 8 0 -22 11 13 0 -5 10 -2 0 13 -5 -4 0 -13 -16 -1 0 8 23 -18 0 19 -7 19 0 20 14 -18 0 -9 18 5 0 -14 5 13 0 -16 17 -3 0 20 8 -10 0 5 9 -18 0 -10 23 -6 0 -15 5 8 0 24 -16 -23 0 17 11 -3 0 1 -18 20 0 -11 21 5 0 4 22 18 0 
