0	2609	1800
1	2609	2198
2	2808	2209
3	2799	2210
4	2799	2190
5	2853	2137
6	2847	2174
7	3080	2173
8	3080	2189
9	2855	2106
10	2793	2067
11	2793	2134
12	2880	2077
13	2880	2069
14	2880	2054
15	2934	2057
16	2934	2100
17	2847	2104
18	2847	2101
19	2847	2082
20	2847	2078
21	3093	2102
22	3093	2117
23	3093	2083
24	2752	2068
25	2822	2071
26	2822	2066
27	2822	2075
28	2822	2086
29	2822	2081
30	2822	2061
31	2680	2028
32	2734	2008
33	2486	1973
34	2486	1941
35	2486	1921
36	2540	1947
37	2540	1944
38	2509	1931
39	2540	1916
40	2952	1876
41	2952	1884
42	2952	1866
43	2357	1883
44	2357	1887
45	2357	1919
46	2357	1959
47	2357	1966
48	2357	1969
49	2357	1954
50	2357	1926
51	2357	1931
52	2357	1939
53	2357	1936
54	2404	1954
55	2383	1940
56	2383	1927
57	2275	1908
58	2454	1895
59	2454	1902
60	2275	1932
61	2476	1950
62	2530	1937
63	2398	1951
64	2292	1943
65	2472	1954
66	2472	1947
67	2472	1933
68	2346	1960
69	2658	1944
70	2658	1944
71	2658	1955
72	2658	1962
73	2604	1965
74	2604	1984
75	2604	1997
76	2661	1976
77	2715	1948
78	2715	1911
79	2715	1908
80	2715	1914
81	2715	1917
82	2715	1896
83	2555	1888
84	2501	1904
85	2555	1909
86	2555	1890
87	2555	1904
88	2555	1909
89	2555	1903
90	2555	1936
91	2555	1969
92	2702	1956
93	2648	1969
94	2648	1979
95	2555	1947
96	2555	1974
97	2555	1972
98	2555	1946
99	2555	1914

0	3024	1775
1	3024	2220
2	3024	2253
3	3024	2287
4	3024	2277
5	3150	2269
6	3150	2281
7	3204	2303
8	3204	2262
9	3150	2290
10	3204	2271
11	3204	2272
12	3204	2261
13	3150	2297
14	3150	2281
15	3150	2282
16	3204	2288
17	3204	2309
18	3204	2315
19	3150	2290
20	3150	2290
21	3150	2306
22	3204	2362
23	3204	2338
24	3204	2353
25	3204	2350
26	3204	2361
27	3058	2346
28	2952	2341
29	2873	2372
30	2918	2410
31	3148	2456
32	3148	2461
33	3374	2468
34	3374	2464
35	3374	2446
36	3374	2489
37	3374	2483
38	3374	2503
39	3374	2486
40	3374	2489
41	3374	2489
42	3374	2496
43	3374	2510
44	3374	2520
45	3374	2499
46	3374	2495
47	3374	2500
48	3374	2522
49	3374	2507
50	3374	2540
51	3374	2556
52	3374	2563
53	3374	2559
54	3374	2554
55	3374	2515
56	3374	2520
57	3374	2492
58	3374	2473
59	3374	2481
60	3374	2462
61	3374	2456
62	3374	2464
63	3374	2469
64	3320	2422
65	3374	2375
66	3320	2397
67	3320	2400
68	3151	2397
69	3151	2416
70	3151	2397
71	3151	2407
72	3151	2428
73	3151	2422
74	3151	2418
75	3151	2418
76	3166	2425
77	3166	2433
78	3166	2459
79	3166	2463
80	3151	2473
81	3207	2515
82	3151	2486
83	3151	2467
84	3153	2447
85	3153	2457
86	3151	2482
87	3151	2490
88	3151	2427
89	3151	2447
90	3151	2440
91	3151	2406
92	3151	2409
93	3151	2365
94	3151	2364
95	3170	2379
96	3170	2360
97	3123	2358
98	3097	2370
99	3097	2394

0	2735	1761
1	2789	2212
2	2789	2204
3	2789	2192
4	2735	2205
5	2712	2202
6	2712	2221
7	2803	2210
8	2803	2202
9	2803	2203
10	2803	2195
11	2871	2215
12	2938	2224
13	2938	2245
14	2938	2256
15	2938	2281
16	2938	2307
17	2938	2319
18	2938	2294
19	2938	2310
20	2938	2292
21	2938	2300
22	2938	2303
23	2996	2306
24	2996	2311
25	2996	2323
26	2996	2312
27	2996	2298
28	2996	2298
29	2996	2309
30	2996	2288
31	2996	2252
32	2996	2259
33	2996	2227
34	2996	2215
35	3082	2229
36	3082	2213
37	3082	2220
38	3082	2204
39	3082	2245
40	3082	2299
41	3082	2327
42	3082	2323
43	3082	2352
44	3082	2338
45	3028	2351
46	3028	2360
47	2928	2356
48	3165	2370
49	3165	2399
50	3111	2420
51	3111	2401
52	3111	2357
53	3111	2352
54	3056	2324
55	3056	2277
56	2880	2211
57	2880	2172
58	2880	2181
59	2880	2185
60	2880	2213
61	2880	2224
62	2880	2244
63	2880	2247
64	2880	2261
65	2880	2244
66	2880	2260
67	3000	2267
68	3000	2264
69	3000	2247
70	2880	2211
71	2880	2186
72	2880	2180
73	2880	2152
74	2880	2092
75	3055	2097
76	3055	2114
77	2880	2118
78	2880	2116
79	2880	2144
80	2826	2146
81	2826	2142
82	2826	2127
83	2826	2161
84	2826	2165
85	2826	2136
86	2826	2145
87	2695	2131
88	2655	2124
89	2655	2124
90	2655	2126
91	2655	2133
92	2655	2152
93	2655	2159
94	2655	2124
95	2655	2130
96	2667	2144
97	2728	2150
98	2674	2132
99	2728	2156

0	2882	1768
1	2882	2184
2	2882	2191
3	2936	2180
4	2936	2195
5	2882	2186
6	2882	2183
7	2882	2189
8	2789	2199
9	2676	2196
10	2676	2199
11	2676	2204
12	2676	2233
13	2752	2239
14	2676	2256
15	2666	2253
16	2676	2261
17	2676	2274
18	2741	2289
19	2714	2286
20	2733	2292
21	2900	2314
22	2708	2290
23	2742	2307
24	2742	2304
25	2742	2306
26	2742	2316
27	2781	2320
28	2901	2307
29	2781	2309
30	2830	2299
31	2830	2291
32	2830	2274
33	2776	2268
34	2776	2257
35	2766	2257
36	2766	2235
37	2742	2256
38	2832	2264
39	2832	2271
40	2832	2281
41	2886	2287
42	2832	2273
43	2832	2242
44	2742	2247
45	2748	2224
46	2748	2237
47	2742	2220
48	2911	2237
49	2848	2242
50	2789	2233
51	2805	2241
52	2735	2229
53	2735	2237
54	2735	2230
55	2732	2251
56	2732	2245
57	2732	2236
58	2847	2240
59	2847	2239
60	2901	2240
61	2786	2250
62	2786	2255
63	2751	2246
64	2786	2281
65	2786	2280
66	2786	2284
67	2786	2281
68	2751	2277
69	2751	2270
70	2751	2258
71	2751	2254
72	2842	2246
73	2842	2236
74	2842	2224
75	2746	2215
76	2800	2235
77	2800	2237
78	2858	2216
79	2858	2228
80	2696	2229
81	2754	2231
82	2754	2233
83	2754	2209
84	2754	2222
85	2754	2252
86	2754	2268
87	2786	2268
88	2879	2277
89	2879	2275
90	2879	2287
91	2786	2241
92	2761	2225
93	2754	2203
94	2786	2208
95	2786	2198
96	2786	2179
97	2786	2184
98	2786	2168
99	2786	2167

0	2739	1785
1	2739	2197
2	2723	2183
3	2779	2198
4	3027	2200
5	2755	2201
6	2879	2188
7	2806	2180
8	2755	2187
9	2910	2183
10	2755	2179
11	2917	2176
12	2917	2166
13	2917	2160
14	2917	2146
15	2971	2160
16	2971	2166
17	2971	2153
18	3089	2159
19	2904	2172
20	2850	2178
21	2850	2192
22	2850	2182
23	2850	2183
24	2844	2190
25	2878	2189
26	2824	2198
27	2878	2196
28	2878	2206
29	2824	2203
30	2824	2217
31	3061	2226
32	3061	2239
33	2821	2243
34	3137	2244
35	2923	2237
36	2935	2240
37	3043	2232
38	3043	2261
39	3043	2253
40	2911	2237
41	2911	2237
42	2911	2242
43	2911	2255
44	2856	2252
45	2900	2243
46	2841	2235
47	2841	2219
48	2854	2208
49	2821	2183
50	2821	2157
51	2821	2146
52	2821	2162
53	2995	2169
54	2906	2168
55	2906	2180
56	2858	2187
57	3026	2207
58	2972	2194
59	2972	2194
60	3026	2212
61	3051	2201
62	3051	2193
63	3026	2176
64	3026	2158
65	3026	2125
66	2995	2111
67	3026	2122
68	3026	2129
69	3026	2143
70	2972	2153
71	2972	2168
72	3026	2165
73	3026	2143
74	3026	2115
75	2972	2113
76	2972	2122
77	2972	2143
78	2972	2142
79	2972	2122
80	2741	2124
81	2814	2125
82	2886	2131
83	2940	2132
84	2940	2136
85	2940	2141
86	2940	2169
87	3091	2178
88	2940	2185
89	2940	2199
90	2940	2196
91	2940	2211
92	2940	2193
93	2758	2185
94	2944	2164
95	2812	2186
96	2844	2193
97	2812	2177
98	2812	2171
99	2812	2174
